ID,TRANSACTION,BRAND,ITEM,QUANTITY,PRICE,DATE
428,T88,RUSI,MINI LIGHT,,₱600.00,02/24/2023
429,T88,RUSI,SWITCH,,₱130.00,02/24/2023
430,T89,HONDA,AXEL CUP,,₱140.00,02/24/2023
431,T90,HONDA,BRAKE PAD,,₱120.00,02/24/2023
432,T91,HONDA,KAWASAKI OIL,,₱275.00,02/24/2023
433,T92,HONDA,SPROCKET REAR,,₱300.00,02/24/2023
434,T93,HONDA,SPROCKET ENGINE,,₱300.00,02/24/2023
435,T94,HONDA,GUMA,,₱140.00,02/24/2023
436,T94,HONDA,SEAT JRP,,₱600.00,02/24/2023
437,T94,HONDA,RS8,,₱300.00,02/24/2023
438,T95,RUSI,BEARING,,₱100.00,02/24/2023
439,T95,RUSI,GUMA,,₱130.00,02/24/2023
440,T95,RUSI,GAS HOSE,,₱60.00,02/24/2023
441,T96,HONDA,GUMA,,₱150.00,02/25/2023
442,T96,HONDA,VS1,,₱170.00,02/25/2023
443,T96,HONDA,WIRE,,₱60.00,02/25/2023
444,T96,HONDA,VOLT METER,,₱150.00,02/25/2023
445,T96,HONDA,ALLEN BOLT,2,₱16.00,02/25/2023
446,T96,HONDA,TAIL BULB,,₱20.00,02/25/2023
447,T96,HONDA,STOP BULB PEANUT,,₱60.00,02/25/2023
448,T96,HONDA,BRAKE FLUID,,₱80.00,02/25/2023
449,T96,HONDA,FOOT REST,,₱150.00,02/25/2023
450,T96,HONDA,WASHER,17,₱10.00,02/25/2023
451,T97,KAWASAKI,GUMA,,₱140.00,02/26/2023
452,T97,KAWASAKI,CLUTCH LEVER SEAT,,₱150.00,02/26/2023
453,T97,KAWASAKI,RUBBER DUMPER,,₱130.00,02/26/2023
454,T98,HONDA,SEAT COVER,,₱150.00,02/26/2023
455,T98,HONDA,SIDE MIRROR,,₱200.00,02/26/2023
456,T98,HONDA,SIDE MIRROR HOLDER,,₱50.00,02/26/2023
457,T98,HONDA,HORN SOCKET,,₱150.00,02/26/2023
458,T98,HONDA,SPARKPLUG,,₱120.00,02/26/2023
459,T99,RUSI,PETRON OIL,,₱220.00,02/26/2023
460,T99,RUSI,VS1,,₱250.00,02/26/2023
461,T99,RUSI,BRAKE PAD,,₱130.00,02/26/2023
462,T99,RUSI,FUEL STICK,,₱50.00,02/26/2023
463,T100,HONDA,FOOT REST,,₱150.00,02/26/2023
464,T100,HONDA,PETRON OIL,,₱220.00,02/26/2023
465,T100,HONDA,BOLT SPROCKET,,₱70.00,02/26/2023
466,T100,HONDA,SWITCH,,₱30.00,02/26/2023
467,T101,KAWASAKI,BRAKE PAD,,₱120.00,02/27/2023
468,T101,KAWASAKI,BRAKE FLUID,,₱80.00,02/27/2023
469,T101,KAWASAKI,PETRON OIL,,₱220.00,02/27/2023
470,T102,YAMAHA,BRAKE SWITCH,,₱100.00,02/27/2023
471,T102,YAMAHA,CABLE,,₱130.00,02/27/2023
472,T102,YAMAHA,GUMA ,,₱140.00,02/27/2023
473,T102,YAMAHA,TIRE,,₱650.00,02/27/2023
474,T102,YAMAHA,MASTER SWITCH,,₱85.00,02/27/2023
475,T102,YAMAHA,YAMALUBE OIL,,₱300.00,02/27/2023
476,T103,HONDA,BRAKE SHOE,,₱150.00,02/27/2023
477,T104,HONDA ,BRAKE SHOE,,₱150.00,02/27/2023
478,T105,HONDA ,BRAKE CABLE,1,₱100.00,02/27/2023
479,T105,HONDA ,SPARKPLUG,1,₱100.00,02/27/2023
480,T105,HONDA ,SPROCKET BOLT,1,₱155.00,02/27/2023
481,T105,HONDA ,GAS FILTER,1,₱40.00,02/27/2023
482,T106,RUSI,BRAKE PAD,1,₱120.00,02/28/2023
483,T106,RUSI,RUBBER DUMPER,1,₱120.00,02/28/2023
484,T106,RUSI,BRAKE FLUID,1,₱60.00,02/28/2023
485,T106,RUSI,GUMA,1,₱140.00,02/28/2023
486,T107,YAMAHA,ALLEN BOLT,4,₱32.00,02/28/2023
487,T107,YAMAHA,TAPE,1,₱20.00,02/28/2023
488,T107,YAMAHA,GUMA,1,₱140.00,02/28/2023
489,T107,YAMAHA,TIRE,1,₱850.00,02/28/2023
490,T107,YAMAHA,BRAKE SHOE,1,₱120.00,02/28/2023
491,T107,YAMAHA,BRAKE SHOE FRONT,1,₱85.00,02/28/2023
492,T107,YAMAHA,BRAKE SHOE REAR,1,₱35.00,02/28/2023
493,T107,YAMAHA,DRAIN PLUG,1,₱30.00,02/28/2023
494,T107,YAMAHA,SEAT COVER JRP,1,₱300.00,02/28/2023
495,T108,YAMAHA,PETRON OIL,,₱220.00,03/01/2023
496,T108,YAMAHA,SEAT COVER JRP,,₱300.00,03/01/2023
497,T108,YAMAHA,BRAKE PAD,,₱120.00,03/01/2023
498,T108,YAMAHA,BRAKE ARM,,₱85.00,03/01/2023
499,T108,YAMAHA,ASBESTOS,,₱40.00,03/01/2023
500,T108,YAMAHA,ALLEN BOLT,,₱8.00,03/01/2023
501,T108,YAMAHA,FUSE,,₱10.00,03/01/2023
502,T109,RUSI,FUSE,,₱10.00,03/02/2023
503,T109,RUSI,HEAD LIGHT BULB,,₱50.00,03/02/2023
504,T109,RUSI,SIDE MIRROR,,₱180.00,03/02/2023
505,T109,RUSI,GUMA,,₱170.00,03/02/2023
506,T109,RUSI,NGK,,₱120.00,03/02/2023
507,T109,RUSI,LIFTER,,₱130.00,03/02/2023
508,T109,RUSI,GUMA,,₱140.00,03/02/2023
509,T109,RUSI,CHAIN,,₱320.00,03/02/2023
510,T110,HONDA,GUMA,,₱130.00,03/02/2023
511,T110,HONDA,TIRE,,₱800.00,03/02/2023
512,T110,HONDA,REGULATOR,,₱320.00,03/02/2023
513,T110,HONDA,ASBESTOS,,₱40.00,03/02/2023
514,T110,HONDA,FUSE BOX,,₱50.00,03/02/2023
515,T110,HONDA,WIRE,,₱15.00,03/02/2023
516,T110,HONDA,SPARKPLUG CUP,,₱50.00,03/02/2023
517,T110,HONDA,SPARKPLUG,,₱120.00,03/02/2023
518,T110,HONDA,SEAT COVER,,₱300.00,03/02/2023
519,T111,YAMAHA,IGNITION KEY,,₱420.00,03/03/2023
520,T111,YAMAHA,KEY CHAIN JRP,,₱60.00,03/03/2023
521,T111,YAMAHA,RAIOS,,₱280.00,03/03/2023
522,T111,YAMAHA,PETRON OIL,,₱225.00,03/03/2023
523,T111,YAMAHA,STOP LIGHT BULB,,₱30.00,03/03/2023
524,T111,YAMAHA,TAIL BULB,,₱20.00,03/03/2023
525,T112,KAWASAKI,PETRON OIL,,₱220.00,03/04/2023
526,T112,KAWASAKI,STOP LIGHT RELAY,,₱75.00,03/04/2023
527,T112,KAWASAKI,NGK,,₱120.00,03/04/2023
528,T112,KAWASAKI,STOP LIGHT BULB,,₱15.00,03/04/2023
529,T112,KAWASAKI,DRAIN PLUG,,₱330.00,03/04/2023
530,T112,KAWASAKI,STRAP,,₱5.00,03/04/2023
531,T112,KAWASAKI,VS1,,₱180.00,03/04/2023
532,T112,KAWASAKI,TAPE,,₱20.00,03/04/2023
533,T112,KAWASAKI,OIL FILTER,,₱70.00,03/04/2023
534,T113,HONDA,PETRON OIL,,₱220.00,03/05/2023
535,T113,HONDA,SIDE MIRROR,,₱180.00,03/05/2023
536,T113,HONDA,HANDLE GRIP,,₱150.00,03/05/2023
537,T113,HONDA,YAMALUBE OIL,,₱220.00,03/05/2023
538,T113,HONDA,GEAR OIL,,₱80.00,03/05/2023
539,T114,RUSI,YAMALUBE OIL,,₱220.00,03/05/2023
540,T114,RUSI,TIRE SEALANT,,₱120.00,03/05/2023
541,T114,RUSI,TAIL LIGHT HOUSING,,₱85.00,03/05/2023
542,T114,RUSI,SPARKPLUG,,₱120.00,03/05/2023
543,T114,RUSI,TAPE,,₱20.00,03/05/2023
544,T114,RUSI, SEAT COVER JRP,,₱250.00,03/05/2023
545,T115,KAWASAKI,YAMALUBE OIL,,₱220.00,03/05/2023
546,T115,KAWASAKI,BRAKE FLUID,,₱60.00,03/05/2023
547,T115,KAWASAKI,RAIOS,,₱290.00,03/05/2023
548,T115,KAWASAKI,TAPE,,₱20.00,03/05/2023
549,T115,KAWASAKI,SPROCKET SET,,₱600.00,03/05/2023
550,T115,KAWASAKI,ALLEN BOLT,2,₱30.00,03/05/2023
551,T116,HONDA,BRAKE PAD,,₱120.00,03/06/2023
552,T116,HONDA,TAPALUDO,,₱20.00,03/06/2023
553,T116,HONDA,RELAY,,₱300.00,03/06/2023
554,T116,HONDA,SPROCKET,,₱85.00,03/06/2023
555,T116,HONDA,PETRON OIL,,₱220.00,03/06/2023
556,T116,HONDA,SEATCOVER,,₱200.00,03/06/2023
557,T117,YAMAHA,FAN BELT,,₱650.00,03/06/2023
558,T117,YAMAHA,YAMALUBE OIL,,₱220.00,03/06/2023
559,T117,YAMAHA,PETRON OIL,,₱225.00,03/06/2023
560,T117,YAMAHA,TAPELONE,,₱30.00,03/06/2023
561,T117,YAMAHA,GRASA,,₱20.00,03/06/2023
562,T118,HONDA,GUMA,,₱140.00,03/07/2023
563,T119,HONDA,GUMA,,₱140.00,03/07/2023
564,T119,HONDA,YAMALUBE OIL,,₱225.00,03/07/2023
565,T119,HONDA,GEAR OIL,,₱80.00,03/07/2023
566,T119,HONDA,NGK,,₱130.00,03/07/2023
567,T120,KAWASAKI,HEAD LIGHT BULB,,₱50.00,03/07/2023
568,T120,KAWASAKI,LEVER ALLOY,,₱320.00,03/07/2023
569,T120,KAWASAKI,SIDE MIRROR,,₱180.00,03/07/2023
570,T120,KAWASAKI,SEAT COVER,,₱300.00,03/07/2023
571,T120,KAWASAKI,TAPE,,₱25.00,03/07/2023
572,T120,KAWASAKI,SPRING,,₱25.00,03/07/2023
573,T120,KAWASAKI,HEAD LIGHT BULB,,₱280.00,03/07/2023
574,T120,KAWASAKI,SPARKPLUG,,₱190.00,03/07/2023
575,T120,KAWASAKI,ALLEN BOLT,,₱8.00,03/07/2023
576,T120,KAWASAKI,SWITCH,,₱35.00,03/07/2023
577,T121,YAMAHA,COIL,,₱200.00,03/08/2023
578,T121,YAMAHA,SPARKPLUG,,₱100.00,03/08/2023
579,T121,YAMAHA,SPRING,,₱25.00,03/08/2023
580,T121,YAMAHA,TUTE OIL,,₱45.00,03/08/2023
581,T121,YAMAHA,TAPE,,₱20.00,03/08/2023
582,T121,YAMAHA,SIDE MIRROR,,₱180.00,03/08/2023
583,T121,YAMAHA,BRAKE SET,,₱800.00,03/08/2023
584,T121,YAMAHA,ALLEN BOLT,,₱8.00,03/08/2023
585,T121,YAMAHA,MAGIC GATAS,,₱65.00,03/08/2023
586,T121,YAMAHA,CDI,,₱285.00,03/08/2023
587,T121,YAMAHA,WIRE,,₱60.00,03/08/2023
588,T122,HONDA,GUMA,,₱130.00,03/08/2023
589,T122,HONDA,BUSHING,,₱150.00,03/08/2023
590,T122,HONDA,SPARKPLUG,,₱100.00,03/08/2023
591,T122,HONDA,PETRON OIL,,₱220.00,03/08/2023
592,T122,HONDA,RUBBER DUMPER,,₱140.00,03/08/2023
593,T122,HONDA,GEAR OIL,,₱100.00,03/08/2023
594,T122,HONDA,SWITCH,,₱50.00,03/08/2023
595,T123,RUSI,BRAKE HOSE,,₱200.00,03/09/2023
596,T123,RUSI,IGNITION SWITCH,,₱500.00,03/09/2023
597,T123,RUSI,THROTTLE CABLE,,₱100.00,03/09/2023
598,T123,RUSI,AIR FILTER,,₱150.00,03/09/2023
599,T123,RUSI,CLUTCH SPRING,,₱220.00,03/09/2023
600,T123,RUSI,TAPE,,₱20.00,03/09/2023
